胰岛素早晨打15晚上打20个单位还是高怎么办呢,"['胰岛素', '早晨', '打', '15', '晚上', '打', '20', '个', '单位', '还是', '高', '怎么办', '呢']",治疗方法,5
欣然硝苯地平控释片空服对胃有害吗？是否可长期服用,"['欣然', '硝苯地平', '控释', '片空服', '对', '胃', '有害', '吗', '？', '是否', '可', '长期', '服用']",其他,12
新生儿毛细血管瘤怎么办,"['新生儿', '毛细血管瘤', '怎么办']",治疗方法,5
阴茎短小，影响生育吗,"['阴茎', '短小', '，', '影响', '生育', '吗']",其他,12
弥漫性轴索损伤是很严重的疾病吗？会危害生命吗？,"['弥漫性', '轴索', '损伤', '是', '很', '严重', '的', '疾病', '吗', '？', '会', '危害', '生命', '吗', '？']",定义,0
如果得了小儿狼疮肾炎挂啥科,"['如果', '得', '了', '小儿狼疮肾炎', '挂', '啥', '科']",所属科室,6
心跳，全身麻痛。会热，无力,"['心跳', '，', '全身', '麻痛', '。', '会热', '，', '无力']",临床表现(病症表现),3
为什么肝癌早期难以发现,"['为什么', '肝癌', '早期', '难以', '发现']",预防,2
问一下肩关节结核看啥科呢,"['问', '一下', '肩关节结核', '看', '啥', '科', '呢']",所属科室,6
心绞痛能喝泡的人参酒吗,"['心绞痛', '能', '喝', '泡', '的', '人参酒', '吗']",禁忌,9
三个半月拉肚子,"['三个', '半月', '拉肚子']",治疗方法,5
心悸可以治好吗,"['心悸', '可以', '治好', '吗']",定义,0
风湿性舞蹈病要花多少时间治好,"['风湿性舞蹈病', '要花', '多少', '时间', '治', '好']",治疗时间,11
直肠炎和结肠炎有什么不同特征吗,"['直肠炎', '和', '结肠炎', '有', '什么', '不同', '特征', '吗']",其他,12
有的时候呼吸要深呼吸怎么回事,"['有', '的', '时候', '呼吸', '要', '深呼吸', '怎么回事']",病因,1
请教一下月经性哮喘能治吗,"['请教', '一下', '月经性哮喘', '能治', '吗']",治愈率,8
肚子涨涨的怎么办。,"['肚子', '涨涨', '的', '怎么办', '。']",治疗方法,5
请问颅骨骨膜窦症状是什么,"['请问', '颅骨骨膜窦', '症状', '是', '什么']",临床表现(病症表现),3
尿频尿急、腰酸是什么病,"['尿频', '尿急', '、', '腰酸', '是', '什么', '病']",临床表现(病症表现),3
刚刚不小心吃了30片的安乃近，要不要去医院洗胃？,"['刚刚', '不', '小心', '吃', '了', '30', '片', '的', '安乃近', '，', '要', '不要', '去', '医院', '洗胃', '？']",治疗方法,5
你好请问盐酸班布特罗片能与头孢一起吃吗,"['你好', '请问', '盐酸', '班', '布特', '罗片', '能', '与', '头孢', '一起', '吃', '吗']",其他,12
拉绿色大便是怎么回事,"['拉', '绿色', '大', '便是', '怎么回事']",病因,1
运动性哮喘可以怎么样治疗好,"['运动性', '哮喘', '可以', '怎么样', '治疗', '好']",治疗方法,5
维生素C缺乏病可以挂什么科,"['维生素C缺乏病', '可以', '挂', '什么', '科']",所属科室,6
问一下法洛三联症看啥科呢,"['问', '一下', '法洛三联症', '看', '啥', '科', '呢']",所属科室,6
宝宝每天大便几次,"['宝宝', '每天', '大便', '几次']",临床表现(病症表现),3
如果得了肠白塞病会让我得上吗,"['如果', '得', '了', '肠白塞病', '会', '让', '我', '得', '上', '吗']",传染性,7
肘内翻畸形看啥科呢,"['肘内翻畸形', '看', '啥', '科', '呢']",所属科室,6
刚患上外痔，要如何预防治疗才好？,"['刚', '患上', '外痔', '，', '要', '如何', '预防', '治疗', '才', '好', '？']",治疗方法,5
请问脑鸣在哪个科就诊,"['请问', '脑鸣', '在', '哪个', '科', '就诊']",所属科室,6
请教一下新生儿脑瘫多大几率能治好,"['请教', '一下', '新生儿脑瘫', '多大', '几率', '能治好']",治愈率,8
痔疮患者可以吃苹果吗？,"['痔疮', '患者', '可以', '吃', '苹果', '吗', '？']",禁忌,9
便脓便血有什么方法可以治疗？,"['便', '脓', '便血', '有', '什么', '方法', '可以', '治疗', '？']",治疗方法,5
痔疮怎么快速好起来？,"['痔疮', '怎么', '快速', '好', '起来', '？']",治疗方法,5
难入睡…经常失眠…很难受…,"['难', '入睡', '…', '经常', '失眠', '…', '很', '难受', '…']",其他,12
哪些运动项目适合哮喘患者,"['哪些', '运动', '项目', '适合', '哮喘', '患者']",其他,12
移行脊椎治疗周期？,"['移行脊椎', '治疗', '周期', '？']",治疗时间,11
请问这个月来月经不正常仅一天量少呈黑色？,"['请问', '这个', '月', '来', '月经', '不', '正常', '仅', '一天', '量少', '呈', '黑色', '？']",定义,0
丘脑胶质瘤可以并发哪些疾病?,"['丘', '脑胶质瘤', '可以', '并发', '哪些', '疾病', '?']",相关病症,4
急性尿道炎怎么办,"['急性尿道炎', '怎么办']",治疗方法,5
血色病有什么一同发生,"['血色病', '有', '什么', '一同', '发生']",相关病症,4
肛裂手术后，大便又出血怎么办,"['肛裂', '手术', '后', '，', '大便', '又', '出血', '怎么办']",治疗方法,5
请问得了骨裂治好要多少天,"['请问', '得', '了', '骨裂', '治好', '要', '多少', '天']",治疗时间,11
你好！我想咨询一下，肾结石服什么药效果最好啊？,"['你好', '！', '我', '想', '咨询', '一下', '，', '肾结石', '服', '什么', '药', '效果', '最好', '啊', '？']",治疗方法,5
髓母细胞瘤是怎么回事,"['髓母细胞瘤', '是', '怎么回事']",定义,0
血压正常也会脑供血不足吗,"['血压', '正常', '也', '会', '脑供', '血', '不足', '吗']",定义,0
坏死性脉管炎治愈率多高,"['坏死性脉管炎', '治愈率', '多高']",治愈率,8
请问例假推迟但测试未怀孕是什么病呢？,"['请问', '例假', '推迟', '但', '测试', '未', '怀孕', '是', '什么', '病', '呢', '？']",病因,1
男人小便出血是怎么回事,"['男人', '小便', '出血', '是', '怎么回事']",临床表现(病症表现),3
采取什么措施防范假性动脉瘤,"['采取', '什么', '措施', '防范', '假性动脉瘤']",预防,2
请问服步长脑心通胶囊后面红是怎么回事？如何解决？,"['请问', '服', '步长', '脑心通', '胶囊', '后面', '红是', '怎么回事', '？', '如何', '解决', '？']",其他,12
尿频，尿急是什么原因导致的,"['尿频', '，', '尿急', '是', '什么', '原因', '导致', '的']",病因,1
直肠炎做什么检查？怎么引起的？,"['直肠炎', '做', '什么', '检查', '？', '怎么', '引起', '的', '？']",化验/体检方案,10
咳，有黄痰，嗓子疼，耳朵也有点疼。,"['咳', '，', '有', '黄痰', '，', '嗓子疼', '，', '耳朵', '也', '有点', '疼', '。']",临床表现(病症表现),3
胸口有个包是怎么回事,"['胸口', '有个', '包是', '怎么回事']",病因,1
宝宝好长时间肛门红了一片不见好怎么办,"['宝宝', '好长时间', '肛门', '红', '了', '一片', '不见', '好', '怎么办']",治疗方法,5
吃两百片安定片多久才会死？,"['吃', '两百', '片', '安定片', '多久', '才', '会', '死', '？']",其他,12
请问糜烂性胃炎加上食管炎、幽..,"['请问', '糜烂性胃炎', '加上', '食管炎', '、', '幽', '..']",其他,12
昨晚头疼的睡不着觉,"['昨晚', '头疼', '的', '睡不着', '觉']",临床表现(病症表现),3
尿酸711，尿素7.56，肌酐153·3,"['尿酸', '711', '，', '尿素', '7.56', '，', '肌酐', '153', '·', '3']",其他,12
老年人颈性眩晕有什么其他病并发,"['老年人颈性眩晕', '有', '什么', '其他', '病', '并发']",相关病症,4
你好，我心脏一阵一阵酥酥的感觉，请问是啥情况？,"['你好', '，', '我', '心脏', '一阵一阵', '酥酥的', '感觉', '，', '请问', '是', '啥', '情况', '？']",病因,1
请问两个月没来月经了是什么原因引起的？,"['请问', '两个', '月', '没来', '月经', '了', '是', '什么', '原因', '引起', '的', '？']",临床表现(病症表现),3
特发性震颤治好要多少天,"['特发性震颤', '治好', '要', '多少', '天']",治疗时间,11
强迫症能成为正常人吗,"['强迫症', '能', '成为', '正常人', '吗']",治愈率,8
孩子不爱吃饭，好几天不大便，一睡觉就闹,"['孩子', '不爱', '吃饭', '，', '好', '几天', '不', '大便', '，', '一', '睡觉', '就', '闹']",病因,1
胸痛，背困痛，慢性咳嗽,"['胸痛', '，', '背困痛', '，', '慢性咳嗽']",临床表现(病症表现),3
您好可以问一下新生儿低血糖症的释义,"['您好', '可以', '问', '一下', '新生儿低血糖症', '的', '释义']",定义,0
甘油三酯偏高怎么办,"['甘油三酯', '偏高', '怎么办']",治疗方法,5
孩子心脏增大是什么病？,"['孩子', '心脏', '增大', '是', '什么', '病', '？']",临床表现(病症表现),3
如果得了横结肠扭转要做什么化验治疗吗,"['如果', '得', '了', '横结肠扭转', '要', '做', '什么', '化验', '治疗', '吗']",化验/体检方案,10
问一下咽畸胎瘤治疗多长时间,"['问', '一下', '咽畸胎瘤', '治疗', '多长时间']",治疗时间,11
小儿赖特综合征治好要多少天,"['小儿赖特综合征', '治好', '要', '多少', '天']",治疗时间,11
小孩咳嗽，我给他吃了半片克咳片,"['小孩', '咳嗽', '，', '我', '给', '他', '吃', '了', '半片', '克', '咳片']",治疗方法,5
请问亚急性硬膜外血肿症状表现是什么,"['请问', '亚急性硬膜外血肿', '症状', '表现', '是', '什么']",临床表现(病症表现),3
请问医生，大便出血是怎么引起的,"['请问', '医生', '，', '大便', '出血', '是', '怎么', '引起', '的']",病因,1
宝宝大便有血，怎样分辨是肠炎还是肛裂？,"['宝宝', '大便', '有血', '，', '怎样', '分辨', '是', '肠炎', '还是', '肛裂', '？']",其他,12
我患上痔疮很多年了，想了解外痔有哪些临床症状,"['我', '患上', '痔疮', '很多年', '了', '，', '想', '了解', '外痔', '有', '哪些', '临床', '症状']",相关病症,4
问一下脂肪肝治疗几天,"['问', '一下', '脂肪肝', '治疗', '几天']",治疗时间,11
请问脑疝症状是什么,"['请问', '脑疝', '症状', '是', '什么']",临床表现(病症表现),3
小儿脊髓肿瘤怎么办,"['小儿', '脊髓肿瘤', '怎么办']",治疗方法,5
心肌炎可以挂什么科,"['心肌炎', '可以', '挂', '什么', '科']",所属科室,6
脑疝的发病部位多是哪里？,"['脑疝', '的', '发病', '部位', '多', '是', '哪里', '？']",定义,0
过敏性哮喘可以根治吗，有什么治疗的方法,"['过敏性哮喘', '可以', '根治', '吗', '，', '有', '什么', '治疗', '的', '方法']",治疗方法,5
支气管扩张怎么办？,"['支气管扩张', '怎么办', '？']",病因,1
心包缩窄的治疗与预防方法有哪些？,"['心包', '缩窄', '的', '治疗', '与', '预防', '方法', '有', '哪些', '？']",其他,12
肛门潮湿和小腹坠胀需要做什么捡查,"['肛门', '潮湿', '和', '小腹', '坠胀', '需要', '做', '什么', '捡查']",化验/体检方案,10
如果得了十二指肠结核治愈概率几成,"['如果', '得', '了', '十二指肠结核', '治愈', '概率', '几成']",治愈率,8
请问子宫肌瘤是不是一定要手术治疗的？,"['请问', '子宫肌瘤', '是不是', '一定', '要', '手术', '治疗', '的', '？']",治疗方法,5
请问得了肺囊性纤维化治好希望大么？,"['请问', '得', '了', '肺囊性纤维化', '治', '好', '希望', '大', '么', '？']",治愈率,8
请问外阴瘙痒排尿刺痛怎么回事呢？,"['请问', '外阴瘙痒', '排尿', '刺痛', '怎么回事', '呢', '？']",病因,1
小肠下垂治愈率多高,"['小肠下垂', '治愈率', '多高']",治愈率,8
请问一下，盐酸普萘洛尔片主要有什么作用啊？,"['请问', '一下', '，', '盐酸', '普萘', '洛尔', '片', '主要', '有', '什么', '作用', '啊', '？']",其他,12
拉大便出血是什么原因,"['拉大', '便', '出血', '是', '什么', '原因']",病因,1
您好脊柱侧弯治好要多少天,"['您好', '脊柱侧弯', '治好', '要', '多少', '天']",治疗时间,11
左胸以下肋骨处长期疼是什么原因,"['左胸', '以下', '肋骨', '处', '长期', '疼', '是', '什么', '原因']",临床表现(病症表现),3
胸骨错位看什么科，请尽快回复,"['胸骨', '错位', '看', '什么', '科', '，', '请', '尽快', '回复']",所属科室,6
萎缩性鼻炎可治率多高？,"['萎缩性鼻炎', '可治率', '多', '高', '？']",治愈率,8
宝宝得了轮状病毒性肠炎！,"['宝宝', '得', '了', '轮状病毒性肠炎', '！']",治疗方法,5
阴茎短小，性交时间短。,"['阴茎', '短小', '，', '性交', '时间', '短', '。']",其他,12
癌症高发地区的人们如何防癌,"['癌症', '高发', '地区', '的', '人们', '如何', '防癌']",预防,2
慢性食管炎要做哪些检查,"['慢性', '食管炎', '要', '做', '哪些', '检查']",治疗方法,5
大便出血，是不是痔疮？,"['大便', '出血', '，', '是不是', '痔疮', '？']",定义,0
大肠和直肠有哪些区别?,"['大肠', '和', '直肠', '有', '哪些', '区别', '?']",其他,12
小儿屏气发作传染性强吗,"['小儿屏气发作', '传染性', '强', '吗']",传染性,7
肛裂如何治疗,"['肛裂', '如何', '治疗']",治疗方法,5
尿液变黄，是什么原因,"['尿液', '变黄', '，', '是', '什么', '原因']",临床表现(病症表现),3
颅内转移瘤易发人群有哪些,"['颅内转移瘤', '易发', '人群', '有', '哪些']",其他,12
心绞痛什么科,"['心绞痛', '什么', '科']",所属科室,6
最近为什么感到心悸,"['最近', '为什么', '感到', '心悸']",临床表现(病症表现),3
脑梗导致双腿无力走路不稳,"['脑梗', '导致', '双腿', '无力', '走路', '不', '稳']",临床表现(病症表现),3
狂病有什么一同发生,"['狂病', '有', '什么', '一同', '发生']",相关病症,4
什么是胸腺瘤?,"['什么', '是', '胸腺瘤', '?']",定义,0
